Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/23  21:00:00,1.748717507,5.260217806,0,4.33058599,0.115953486,0.115953486,0.115953486,0.587380696,0.121698665,0.275874928,0.632461732,0.886065444
 01/23  22:00:00,1.617836944,5.738004615,0,4.895953127,0.131091458,0.131091458,0.131091458,0.493178163,0.102180952,0.258342283,0.617696088,0.79950223
 01/23  23:00:00,1.350993872,6.189295496,0,5.491461853,0.147036485,0.147036485,0.147036485,0.371268979,0.076922748,0.205880856,0.534536804,0.661012713
 01/23  24:00:00,1.086935123,6.647704771,0,6.10447062,0.163450085,0.163450085,0.163450085,0.254901084,0.052812636,0.135920782,0.464502536,0.511237448
 01/24  01:00:00,0.825465331,7.063847911,0,6.684755673,0.178987491,0.178987491,0.178987491,0.132991831,0.027554418,0.086369242,0.38421435,0.352626091
 01/24  02:00:00,0.728305428,7.524306733,0,7.219534922,0.193306458,0.193306458,0.193306458,0.077578597,0.016073408,0.072238755,0.35376021,0.28040346
 01/24  03:00:00,0.696880642,7.950900708,0,7.666137861,0.205264463,0.205264463,0.205264463,0.055413276,0.011481007,0.059715255,0.349658642,0.260677029
 01/24  04:00:00,0.695223286,8.343479503,0,8.053386058,0.215633216,0.215633216,0.215633216,0.055413276,0.011481007,0.052611026,0.344736761,0.266346664
 01/24  05:00:00,0.699442854,8.650542724,0,8.303665988,0.22233458,0.22233458,0.22233458,0.055413276,0.011481007,0.063151709,0.331714284,0.324026993
 01/24  06:00:00,0.75287045,8.985566234,0,8.383799743,0.224480199,0.224480199,0.224480199,0.055413276,0.011481007,0.075981488,0.37016648,0.576268014
 01/24  07:00:00,0.946599444,9.291162126,0,8.214443067,0.219945594,0.219945594,0.219945594,0.127450542,0.026406311,0.129758031,0.427690967,1.047258077
 01/24  08:00:00,1.219738869,9.168524594,0,7.959827561,0.213128143,0.213128143,0.213128143,0.260442373,0.053960728,0.207405929,0.454453696,1.177392531
 01/24  09:00:00,1.179504824,9.021630178,0,7.85149807,0.21022757,0.21022757,0.21022757,0.249359726,0.051664529,0.268690649,0.38421435,1.14366596
 01/24  10:00:00,1.033440369,8.801406616,0,7.738595088,0.207204539,0.207204539,0.207204539,0.127450542,0.026406311,0.330033496,0.326997481,1.040286697
 01/24  11:00:00,1.064053116,9.980376988,0,9.039669252,0.242041415,0.242041415,0.242041415,0.105285248,0.021813913,0.34487662,0.33468792,0.917653158
 01/24  12:00:00,1.0404181,8.37751077,0,7.546486975,0.202060754,0.202060754,0.202060754,0.105285248,0.021813913,0.361119726,0.334790459,0.807962154
 01/24  13:00:00,1.0026945,7.439659544,0,6.694580723,0.179250562,0.179250562,0.179250562,0.105285248,0.021813913,0.351845974,0.329150804,0.72240566
 01/24  14:00:00,0.965711151,6.852945032,0,6.158007227,0.164883553,0.164883553,0.164883553,0.105285248,0.021813913,0.317847783,0.340532654,0.671480619
 01/24  15:00:00,0.957293873,6.464783544,0,5.819044375,0.155807662,0.155807662,0.155807662,0.110826537,0.022962019,0.292642171,0.359707483,0.620961149
 01/24  16:00:00,1.014896474,6.246183241,0,5.592675701,0.149746534,0.149746534,0.149746534,0.138533189,0.02870251,0.302863616,0.379702625,0.627352178
 01/24  17:00:00,1.242258413,6.063993328,0,5.344894171,0.143112067,0.143112067,0.143112067,0.232735722,0.048220224,0.353720743,0.449121658,0.688161947
 01/24  18:00:00,1.702993737,7.398583429,0,6.542903851,0.175189342,0.175189342,0.175189342,0.432223571,0.08955185,0.445069937,0.545611037,0.818095813
 01/24  19:00:00,1.954623093,6.306286591,0,5.327592517,0.142648807,0.142648807,0.142648807,0.642793999,0.133179675,0.398283704,0.592368908,0.937889448
 01/24  20:00:00,1.898138548,5.974288769,0,4.974843218,0.133203777,0.133203777,0.133203777,0.681583298,0.141216379,0.315345897,0.611441197,0.957327153
 01/24  21:00:00,1.766953992,5.941513509,0,5.011675211,0.134189971,0.134189971,0.134189971,0.587380696,0.121698665,0.275874928,0.632461732,0.886271926
 01/24  22:00:00,1.626549434,6.06356578,0,5.221343838,0.139803948,0.139803948,0.139803948,0.493178163,0.102180952,0.258342283,0.617696088,0.799672684
 01/24  23:00:00,1.352916472,6.261221977,0,5.563266343,0.148959085,0.148959085,0.148959085,0.371268979,0.076922748,0.205880856,0.534536804,0.661134703
 01/24  24:00:00,1.082686088,6.489090681,0,5.945779314,0.15920105,0.15920105,0.15920105,0.254901084,0.052812636,0.135920782,0.464502536,0.511314664
 01/25  01:00:00,0.817197846,6.755111526,0,6.375984837,0.170720006,0.170720006,0.170720006,0.132991831,0.027554418,0.086369242,0.38421435,0.352660541
 01/25  02:00:00,0.714417426,7.005640104,0,6.70085118,0.179418456,0.179418456,0.179418456,0.077578597,0.016073408,0.072238755,0.35376021,0.280420574
 01/25  03:00:00,0.677478815,7.226300818,0,6.94152592,0.185862636,0.185862636,0.185862636,0.055413276,0.011481007,0.059715255,0.349658642,0.260689079
 01/25  04:00:00,0.669901089,7.39776933,0,7.10766244,0.19031102,0.19031102,0.19031102,0.055413276,0.011481007,0.052611026,0.344736761,0.266360109
 01/25  05:00:00,0.670863266,7.583190693,0,7.236286544,0.193754991,0.193754991,0.193754991,0.055413276,0.011481007,0.063151709,0.331714284,0.324054406
 01/25  06:00:00,0.722322944,7.844776403,0,7.242923292,0.193932693,0.193932693,0.193932693,0.055413276,0.011481007,0.075981488,0.37016648,0.576354634
 01/25  07:00:00,0.915768477,8.139896887,0,7.062980003,0.189114626,0.189114626,0.189114626,0.127450542,0.026406311,0.129758031,0.427690967,1.047455902
 01/25  08:00:00,1.212307007,8.891193311,0,7.682265224,0.205696281,0.205696281,0.205696281,0.260442373,0.053960728,0.207405929,0.454453696,1.177623586
 01/25  09:00:00,1.161646209,8.354878364,0,7.184521384,0.192368954,0.192368954,0.192368954,0.249359726,0.051664529,0.268690649,0.38421435,1.143890832
 01/25  10:00:00,1.017262701,8.197411442,0,7.134397793,0.191026871,0.191026871,0.191026871,0.127450542,0.026406311,0.330033496,0.326997481,1.040488817
 01/25  11:00:00,1.050718124,9.482470421,0,8.541639123,0.228706423,0.228706423,0.228706423,0.105285248,0.021813913,0.34487662,0.33468792,0.91777672
 01/25  12:00:00,1.034341649,8.150693254,0,7.319546015,0.195984303,0.195984303,0.195984303,0.105285248,0.021813913,0.361119726,0.334790459,0.808085598
 01/25  13:00:00,1.002472779,7.431500698,0,6.68629997,0.179028841,0.179028841,0.179028841,0.105285248,0.021813913,0.351845974,0.329150804,0.722527567
 01/25  14:00:00,0.970090702,7.016638476,0,6.321573016,0.169263104,0.169263104,0.169263104,0.105285248,0.021813913,0.317847783,0.340532654,0.671608275
 01/25  15:00:00,0.964831854,6.746395755,0,6.100570003,0.163345644,0.163345644,0.163345644,0.110826537,0.022962019,0.292642171,0.359707483,0.621047731
 01/25  16:00:00,1.024145442,6.591678189,0,5.938102589,0.158995502,0.158995502,0.158995502,0.138533189,0.02870251,0.302863616,0.379702625,0.627420237
 01/25  17:00:00,1.252212365,6.435862171,0,5.716650542,0.153066019,0.153066019,0.153066019,0.232735722,0.048220224,0.353720743,0.449121658,0.688274419
 01/25  18:00:00,1.713609599,7.795215822,0,6.939380965,0.185805204,0.185805204,0.185805204,0.432223571,0.08955185,0.445069937,0.545611037,0.818251091
 01/25  19:00:00,1.962425869,6.59780436,0,5.619007583,0.150451583,0.150451583,0.150451583,0.642793999,0.133179675,0.398283704,0.592368908,0.937992151
 01/25  20:00:00,1.904727813,6.220544112,0,5.220936531,0.139793042,0.139793042,0.139793042,0.681583298,0.141216379,0.315345897,0.611441197,0.957489183
 01/25  21:00:00,1.773062522,6.169812262,0,5.239814197,0.140298501,0.140298501,0.140298501,0.587380696,0.121698665,0.275874928,0.632461732,0.886431693
 01/25  22:00:00,1.632340729,6.279997465,0,5.43763486,0.145595242,0.145595242,0.145595242,0.493178163,0.102180952,0.258342283,0.617696088,0.799813346
 01/25  23:00:00,1.357398158,6.428709688,0,5.73064665,0.153440771,0.153440771,0.153440771,0.371268979,0.076922748,0.205880856,0.534536804,0.661242107
 01/25  24:00:00,1.086349694,6.62598875,0,6.082606256,0.162864656,0.162864656,0.162864656,0.254901084,0.052812636,0.135920782,0.464502536,0.511385791
 01/26  01:00:00,0.819119553,6.82691533,0,6.447756021,0.172641714,0.172641714,0.172641714,0.132991831,0.027554418,0.086369242,0.38421435,0.352693162
 01/26  02:00:00,0.714897994,7.023604364,0,6.718799237,0.179899024,0.179899024,0.179899024,0.077578597,0.016073408,0.072238755,0.35376021,0.280436777
 01/26  03:00:00,0.676527156,7.190770018,0,6.905983711,0.184910976,0.184910976,0.184910976,0.055413276,0.011481007,0.059715255,0.349658642,0.260700488
 01/26  04:00:00,0.66766438,7.314246305,0,7.024126687,0.18807431,0.18807431,0.18807431,0.055413276,0.011481007,0.052611026,0.344736761,0.266372838
 01/26  05:00:00,0.665704623,7.390553662,0,7.043623564,0.188596349,0.188596349,0.188596349,0.055413276,0.011481007,0.063151709,0.331714284,0.324080356
 01/26  06:00:00,0.713883846,7.529678228,0,6.927743124,0.185493595,0.185493595,0.185493595,0.055413276,0.011481007,0.075981488,0.37016648,0.576436628
 01/26  07:00:00,0.903387226,7.677673995,0,6.60056985,0.176733376,0.176733376,0.176733376,0.127450542,0.026406311,0.129758031,0.427690967,1.047643163
 01/26  08:00:00,1.193388087,8.184835509,0,6.975688708,0.186777361,0.186777361,0.186777361,0.260442373,0.053960728,0.207405929,0.454453696,1.177842301
 01/26  09:00:00,1.138067239,7.474472971,0,6.303903129,0.168789984,0.168789984,0.168789984,0.249359726,0.051664529,0.268690649,0.38421435,1.144103695
 01/26  10:00:00,0.985702259,7.018895248,0,5.955690594,0.159466429,0.159466429,0.159466429,0.127450542,0.026406311,0.330033496,0.326997481,1.040679822
 01/26  11:00:00,1.001350801,7.638851566,0,6.697887432,0.1793391,0.1793391,0.1793391,0.105285248,0.021813913,0.34487662,0.33468792,0.917909556
 01/26  12:00:00,0.982345334,6.208842978,0,5.377607724,0.143987987,0.143987987,0.143987987,0.105285248,0.021813913,0.361119726,0.334790459,0.808173612
 01/26  13:00:00,0.945087504,5.288350673,0,4.543096864,0.121643565,0.121643565,0.121643565,0.105285248,0.021813913,0.351845974,0.329150804,0.722580649
 01/26  14:00:00,0.909410347,4.750347605,0,4.055306559,0.108582749,0.108582749,0.108582749,0.105285248,0.021813913,0.317847783,0.340532654,0.67158386
 01/26  15:00:00,0.900990252,4.362036655,0,3.716238491,0.099504041,0.099504041,0.099504041,0.110826537,0.022962019,0.292642171,0.359707483,0.621020143
 01/26  16:00:00,0.958010864,4.121634071,0,3.468133907,0.092860924,0.092860924,0.092860924,0.138533189,0.02870251,0.302863616,0.379702625,0.627344802
 01/26  17:00:00,1.182777691,3.842567493,0,3.123431143,0.083631344,0.083631344,0.083631344,0.232735722,0.048220224,0.353720743,0.449121658,0.68819914
 01/26  18:00:00,1.62114363,4.341835347,0,3.485997677,0.093339235,0.093339235,0.093339235,0.432223571,0.08955185,0.445069937,0.545611037,0.818253905
 01/26  19:00:00,1.897494043,4.172802892,0,3.193958837,0.085519757,0.085519757,0.085519757,0.642793999,0.133179675,0.398283704,0.592368908,0.938039429
 01/26  20:00:00,1.826499153,3.298805091,0,2.299282771,0.061564382,0.061564382,0.061564382,0.681583298,0.141216379,0.315345897,0.611441197,0.957403923
 01/26  21:00:00,1.690169372,3.073957129,0,2.143952888,0.057405351,0.057405351,0.057405351,0.587380696,0.121698665,0.275874928,0.632461732,0.886437869
 01/26  22:00:00,1.547113912,3.096937262,0,2.254616655,0.060368426,0.060368426,0.060368426,0.493178163,0.102180952,0.258342283,0.617696088,0.799771349
 01/26  23:00:00,1.270452329,3.181412382,0,2.483427418,0.066494942,0.066494942,0.066494942,0.371268979,0.076922748,0.205880856,0.534536804,0.661164034
 01/26  24:00:00,0.997221641,3.297098044,0,2.753886167,0.073736603,0.073736603,0.073736603,0.254901084,0.052812636,0.135920782,0.464502536,0.511215174
 01/27  01:00:00,0.728299263,3.434749281,0,3.055834896,0.081821423,0.081821423,0.081821423,0.132991831,0.027554418,0.086369242,0.38421435,0.352448238
 01/27  02:00:00,0.621719968,3.543333092,0,3.238822337,0.086720998,0.086720998,0.086720998,0.077578597,0.016073408,0.072238755,0.35376021,0.280142404
 01/27  03:00:00,0.579489597,3.566330953,0,3.281862435,0.087873417,0.087873417,0.087873417,0.055413276,0.011481007,0.059715255,0.349658642,0.260382699
 01/27  04:00:00,0.56691518,3.551194428,0,3.261384484,0.08732511,0.08732511,0.08732511,0.055413276,0.011481007,0.052611026,0.344736761,0.266063164
 01/27  05:00:00,0.565388002,3.643683272,0,3.297037164,0.088279728,0.088279728,0.088279728,0.055413276,0.011481007,0.063151709,0.331714284,0.323796365
 01/27  06:00:00,0.616669404,3.898720946,0,3.297015728,0.088279154,0.088279154,0.088279154,0.055413276,0.011481007,0.075981488,0.37016648,0.576206742
 01/27  07:00:00,0.823032338,4.676491983,0,3.599506518,0.096378488,0.096378488,0.096378488,0.127450542,0.026406311,0.129758031,0.427690967,1.047524483
 01/27  08:00:00,1.103624889,4.832310174,0,3.623247485,0.097014163,0.097014163,0.097014163,0.260442373,0.053960728,0.207405929,0.454453696,1.177758189
 01/27  09:00:00,1.057598871,4.469025924,0,3.298601637,0.088321617,0.088321617,0.088321617,0.249359726,0.051664529,0.268690649,0.38421435,1.14395814
 01/27  10:00:00,0.916851629,4.44737692,0,3.384283866,0.090615799,0.090615799,0.090615799,0.127450542,0.026406311,0.330033496,0.326997481,1.040568222
 01/27  11:00:00,0.932218056,5.05688561,0,4.11594437,0.110206355,0.110206355,0.110206355,0.105285248,0.021813913,0.34487662,0.33468792,0.917886662
 01/27  12:00:00,0.926670983,4.129574709,0,3.298303575,0.088313636,0.088313636,0.088313636,0.105285248,0.021813913,0.361119726,0.334790459,0.808209492
 01/27  13:00:00,0.903530354,3.736321928,0,2.991036494,0.080086415,0.080086415,0.080086415,0.105285248,0.021813913,0.351845974,0.329150804,0.722612274
 01/27  14:00:00,0.874312549,3.439581455,0,2.744487569,0.073484951,0.073484951,0.073484951,0.105285248,0.021813913,0.317847783,0.340532654,0.671636701
 01/27  15:00:00,0.870676966,3.229972541,0,2.584109608,0.069190756,0.069190756,0.069190756,0.110826537,0.022962019,0.292642171,0.359707483,0.621084912
 01/27  16:00:00,0.934302636,3.236297422,0,2.582688164,0.069152696,0.069152696,0.069152696,0.138533189,0.02870251,0.302863616,0.379702625,0.627453896
 01/27  17:00:00,1.161916482,3.063617518,0,2.344314786,0.062770136,0.062770136,0.062770136,0.232735722,0.048220224,0.353720743,0.449121658,0.688365523
 01/27  18:00:00,1.606419782,3.792100429,0,2.936097116,0.078615387,0.078615387,0.078615387,0.432223571,0.08955185,0.445069937,0.545611037,0.818419548
 01/27  19:00:00,1.866412462,3.012225776,0,2.033135931,0.054438175,0.054438175,0.054438175,0.642793999,0.133179675,0.398283704,0.592368908,0.938285219
 01/27  20:00:00,1.811810217,2.750543198,0,1.750686065,0.046875446,0.046875446,0.046875446,0.681583298,0.141216379,0.315345897,0.611441197,0.957738735
 01/27  21:00:00,1.680126564,2.699065759,0,1.768877967,0.047362543,0.047362543,0.047362543,0.587380696,0.121698665,0.275874928,0.632461732,0.88662142
 01/27  22:00:00,1.538063608,2.759101824,0,1.916609399,0.051318122,0.051318122,0.051318122,0.493178163,0.102180952,0.258342283,0.617696088,0.799943167
 01/27  23:00:00,1.262650417,2.890115287,0,2.192044616,0.05869303,0.05869303,0.05869303,0.371268979,0.076922748,0.205880856,0.534536804,0.661249741
 01/27  24:00:00,0.991341844,3.077623673,0,2.53428978,0.067856806,0.067856806,0.067856806,0.254901084,0.052812636,0.135920782,0.464502536,0.511337189
 01/28  01:00:00,0.730707302,3.293189545,0,2.900258036,0.077655779,0.077655779,0.077655779,0.132991831,0.027554418,0.092942925,0.38421435,0.366465361
 01/28  02:00:00,0.624197893,3.495908761,0,3.183954999,0.085251899,0.085251899,0.085251899,0.077578597,0.016073408,0.07618578,0.35376021,0.287585412
 01/28  03:00:00,0.584893431,3.676087713,0,3.38615924,0.090666013,0.090666013,0.090666013,0.055413276,0.011481007,0.062326493,0.349658642,0.265842654
 01/28  04:00:00,0.575400483,3.822966201,0,3.5272957,0.094445009,0.094445009,0.094445009,0.055413276,0.011481007,0.053976431,0.344736761,0.27192372
 01/28  05:00:00,0.577508857,4.008565136,0,3.649960885,0.097729427,0.097729427,0.097729427,0.055413276,0.011481007,0.065822864,0.331714284,0.335754508
 01/28  06:00:00,0.630929783,4.312701058,0,3.67660514,0.09844284,0.09844284,0.09844284,0.055413276,0.011481007,0.080078181,0.37016648,0.610597441
 01/28  07:00:00,0.831961976,4.691964149,0,3.536169666,0.094682613,0.094682613,0.094682613,0.127450542,0.026406311,0.140383543,0.427690967,1.1263335
 01/28  08:00:00,1.132915101,5.231895297,0,3.926840614,0.105143013,0.105143013,0.105143013,0.260442373,0.053960728,0.228567291,0.454453696,1.273750182
 01/28  09:00:00,1.099521231,4.923738507,0,3.652845958,0.097806676,0.097806676,0.097806676,0.249359726,0.051664529,0.30112795,0.38421435,1.244426401
 01/28  10:00:00,0.971791004,4.910028083,0,3.754335852,0.100524116,0.100524116,0.100524116,0.127450542,0.026406311,0.375064554,0.326997481,1.1331674
 01/28  11:00:00,0.975041888,4.83436333,0,3.813712624,0.102113957,0.102113957,0.102113957,0.105285248,0.021813913,0.395792849,0.33468792,0.997596128
 01/28  12:00:00,0.953664166,3.243593032,0,2.346104654,0.06281806,0.06281806,0.06281806,0.105285248,0.021813913,0.413608485,0.334790459,0.874426736
 01/28  13:00:00,0.909412339,2.2278551,0,1.425106301,0.038157894,0.038157894,0.038157894,0.105285248,0.021813913,0.39965648,0.329150804,0.780075638
 01/28  14:00:00,0.877622028,1.985153039,0,1.240179696,0.033206397,0.033206397,0.033206397,0.105285248,0.021813913,0.361435816,0.340532654,0.721516157
 01/28  15:00:00,0.875452849,1.992234537,0,1.301230701,0.034841067,0.034841067,0.034841067,0.110826537,0.022962019,0.331767743,0.359707483,0.666225815
 01/28  16:00:00,0.943727781,2.24910717,0,1.550630655,0.041518868,0.041518868,0.041518868,0.138533189,0.02870251,0.339922589,0.379702625,0.672321152
 01/28  17:00:00,1.178990364,2.414763822,0,1.640534973,0.043926099,0.043926099,0.043926099,0.232735722,0.048220224,0.389638663,0.449121658,0.743291639
 01/28  18:00:00,1.629631131,3.404637955,0,2.482675343,0.066474805,0.066474805,0.066474805,0.432223571,0.08955185,0.480421868,0.545611037,0.884378846
 01/28  19:00:00,1.891696698,2.760476483,0,1.696033429,0.045412096,0.045412096,0.045412096,0.642793999,0.133179675,0.43259402,0.592368908,1.023638428
 01/28  20:00:00,1.840979561,2.656261871,0,1.561131614,0.041800036,0.041800036,0.041800036,0.681583298,0.141216379,0.349590651,0.611441197,1.053011859
 01/28  21:00:00,1.713614713,2.7387125,0,1.717815517,0.045995322,0.045995322,0.045995322,0.587380696,0.121698665,0.310730298,0.632461732,0.97733061
 01/28  22:00:00,1.575479762,2.902832202,0,1.984182296,0.053127418,0.053127418,0.053127418,0.493178163,0.102180952,0.29394914,0.617696088,0.876100647
 01/28  23:00:00,1.295313349,3.113139955,0,2.355243225,0.06306275,0.06306275,0.06306275,0.371268979,0.076922748,0.234174068,0.534536804,0.721075799
 01/28  24:00:00,1.013481975,3.361592934,0,2.780981447,0.074462092,0.074462092,0.074462092,0.254901084,0.052812636,0.151455627,0.464502536,0.548614783
 01/29  01:00:00,0.739110667,3.607074221,0,3.214103658,0.086059144,0.086059144,0.086059144,0.132991831,0.027554418,0.092942925,0.38421435,0.366504416
 01/29  02:00:00,0.633852256,3.856506354,0,3.544522413,0.094906262,0.094906262,0.094906262,0.077578597,0.016073408,0.07618578,0.35376021,0.287615591
 01/29  03:00:00,0.595145736,4.059019747,0,3.769058343,0.100918318,0.100918318,0.100918318,0.055413276,0.011481007,0.062326493,0.349658642,0.265875585
 01/29  04:00:00,0.586222782,4.22719536,0,3.931482756,0.105267308,0.105267308,0.105267308,0.055413276,0.011481007,0.053976431,0.344736761,0.271965823
 01/29  05:00:00,0.588401495,4.415439715,0,4.056774915,0.108622065,0.108622065,0.108622065,0.055413276,0.011481007,0.065822864,0.331714284,0.335815057
 01/29  06:00:00,0.642213844,4.734247636,0,4.098037911,0.109726901,0.109726901,0.109726901,0.055413276,0.011481007,0.080078181,0.37016648,0.610711248
 01/29  07:00:00,0.843162046,5.110471732,0,3.954465559,0.105882684,0.105882684,0.105882684,0.127450542,0.026406311,0.140383543,0.427690967,1.12654519
 01/29  08:00:00,1.143577524,5.630349759,0,4.325056691,0.115805436,0.115805436,0.115805436,0.260442373,0.053960728,0.228567291,0.454453696,1.273988567
 01/29  09:00:00,1.107374957,5.217300497,0,3.946163861,0.105660402,0.105660402,0.105660402,0.249359726,0.051664529,0.30112795,0.38421435,1.244670488
 01/29  10:00:00,0.974590897,5.014914051,0,3.858905161,0.103324009,0.103324009,0.103324009,0.127450542,0.026406311,0.375064554,0.326997481,1.133484059
 01/29  11:00:00,1.001580067,5.825606205,0,4.804850294,0.128652137,0.128652137,0.128652137,0.105285248,0.021813913,0.395792849,0.33468792,0.997701333
 01/29  12:00:00,0.996296545,4.835860345,0,3.938322267,0.105450439,0.105450439,0.105450439,0.105285248,0.021813913,0.413608485,0.334790459,0.874476436
 01/29  13:00:00,0.965938761,4.338996725,0,3.536233275,0.094684317,0.094684317,0.094684317,0.105285248,0.021813913,0.39965648,0.329150804,0.78009029
 01/29  14:00:00,0.932908276,4.049964358,0,3.304989139,0.088492646,0.088492646,0.088492646,0.105285248,0.021813913,0.361435816,0.340532654,0.721518034
 01/29  15:00:00,0.926089108,3.883373682,0,3.192374115,0.085477325,0.085477325,0.085477325,0.110826537,0.022962019,0.331767743,0.359707483,0.666221547
 01/29  16:00:00,0.985577586,3.812082538,0,3.113620986,0.083368673,0.083368673,0.083368673,0.138533189,0.02870251,0.339922589,0.379702625,0.672306189
 01/29  17:00:00,1.213862794,3.717178967,0,2.942937023,0.078798529,0.078798529,0.078798529,0.232735722,0.048220224,0.389638663,0.449121658,0.743304734
 01/29  18:00:00,1.662450691,4.630465768,0,3.708407607,0.099294366,0.099294366,0.099294366,0.432223571,0.08955185,0.480421868,0.545611037,0.884474395
 01/29  19:00:00,1.919026039,3.781254037,0,2.716719077,0.072741437,0.072741437,0.072741437,0.642793999,0.133179675,0.43259402,0.592368908,1.023730335
 01/29  20:00:00,1.864798778,3.546006095,0,2.450722532,0.065619254,0.065619254,0.065619254,0.681583298,0.141216379,0.349590651,0.611441197,1.053165166
 01/29  21:00:00,1.73483284,3.531311547,0,2.510261906,0.067213448,0.067213448,0.067213448,0.587380696,0.121698665,0.310730298,0.632461732,0.977483269
 01/29  22:00:00,1.594631863,3.618255706,0,2.699467542,0.072279519,0.072279519,0.072279519,0.493178163,0.102180952,0.29394914,0.617696088,0.876238906
 01/29  23:00:00,1.312578221,3.758091374,0,3.000044994,0.080327622,0.080327622,0.080327622,0.371268979,0.076922748,0.234174068,0.534536804,0.72122545
 01/29  24:00:00,1.028158604,3.90978767,0,3.329118485,0.08913872,0.08913872,0.08913872,0.254901084,0.052812636,0.151455627,0.464502536,0.548672482
 01/30  01:00:00,0.745871217,4.091172996,0,3.712105448,0.099393377,0.099393377,0.099393377,0.132991831,0.027554418,0.086369242,0.38421435,0.352601401
 01/30  02:00:00,0.642920711,4.335255361,0,4.030619485,0.107921741,0.107921741,0.107921741,0.077578597,0.016073408,0.072238755,0.35376021,0.280267527
 01/30  03:00:00,0.605567942,4.54040838,0,4.255826388,0.113951762,0.113951762,0.113951762,0.055413276,0.011481007,0.059715255,0.349658642,0.260496173
 01/30  04:00:00,0.598364827,4.725871776,0,4.435953765,0.118774758,0.118774758,0.118774758,0.055413276,0.011481007,0.052611026,0.344736761,0.26617123
 01/30  05:00:00,0.598312187,4.873460365,0,4.526676883,0.121203912,0.121203912,0.121203912,0.055413276,0.011481007,0.063151709,0.331714284,0.32393374
 01/30  06:00:00,0.649697119,5.132512641,0,4.530522064,0.121306869,0.121306869,0.121306869,0.055413276,0.011481007,0.075981488,0.37016648,0.576492101
 01/30  07:00:00,0.843413719,5.438246537,0,4.360702459,0.116759868,0.116759868,0.116759868,0.127450542,0.026406311,0.129758031,0.427690967,1.048083096
 01/30  08:00:00,1.134342123,5.980184352,0,4.770462874,0.127731397,0.127731397,0.127731397,0.260442373,0.053960728,0.207405929,0.454453696,1.178416977
 01/30  09:00:00,1.085358004,5.506474309,0,4.335338983,0.116080749,0.116080749,0.116080749,0.249359726,0.051664529,0.268690649,0.38421435,1.144669179
 01/30  10:00:00,0.943564428,5.445713093,0,4.381943187,0.117328599,0.117328599,0.117328599,0.127450542,0.026406311,0.330033496,0.326997481,1.041245075
 01/30  11:00:00,0.946821162,5.602838088,0,4.661335512,0.124809461,0.124809461,0.124809461,0.105285248,0.021813913,0.34487662,0.33468792,0.918447998
 01/30  12:00:00,0.916006565,3.731755769,0,2.900013016,0.077649219,0.077649219,0.077649219,0.105285248,0.021813913,0.361119726,0.334790459,0.808681111
 01/30  13:00:00,0.868577885,2.431379215,0,1.685645193,0.045133946,0.045133946,0.045133946,0.105285248,0.021813913,0.351845974,0.329150804,0.723060862
 01/30  14:00:00,0.826401535,1.65065558,0,0.955125528,0.025573937,0.025573937,0.025573937,0.105285248,0.021813913,0.317847783,0.340532654,0.672072866
 01/30  15:00:00,0.815202659,1.158574383,0,0.51227663,0.013716449,0.013716449,0.013716449,0.110826537,0.022962019,0.292642171,0.359707483,0.621519731
 01/30  16:00:00,0.876908847,1.093245475,0,0.439167123,0.011758907,0.011758907,0.011758907,0.138533189,0.02870251,0.302863616,0.379702625,0.62792299
 01/30  17:00:00,1.118218585,1.432078705,0,0.712302605,0.019072239,0.019072239,0.019072239,0.232735722,0.048220224,0.353720743,0.449121658,0.68883889
 01/30  18:00:00,1.576515982,2.675721369,0,1.819261527,0.048711587,0.048711587,0.048711587,0.432223571,0.08955185,0.445069937,0.545611037,0.818876077
 01/30  19:00:00,1.849635055,2.386125381,0,1.406539848,0.037660769,0.037660769,0.037660769,0.642793999,0.133179675,0.398283704,0.592368908,0.938780906
 01/30  20:00:00,1.808492391,2.627049089,0,1.626773177,0.04355762,0.04355762,0.04355762,0.681583298,0.141216379,0.315345897,0.611441197,0.958157514
 01/30  21:00:00,1.690723976,3.095216432,0,2.164666019,0.057959955,0.057959955,0.057959955,0.587380696,0.121698665,0.275874928,0.632461732,0.886984041
 01/30  22:00:00,1.563966387,3.726836003,0,2.884016368,0.077220901,0.077220901,0.077220901,0.493178163,0.102180952,0.258342283,0.617696088,0.800270376
 01/30  23:00:00,1.301038459,4.324153904,0,3.625746362,0.097081072,0.097081072,0.097081072,0.371268979,0.076922748,0.205880856,0.534536804,0.661586612
 01/30  24:00:00,1.04080418,4.925161794,0,4.381590007,0.117319142,0.117319142,0.117319142,0.254901084,0.052812636,0.135920782,0.464502536,0.511575084
 01/31  01:00:00,0.784130115,5.520192828,0,5.140984013,0.137652276,0.137652276,0.137652276,0.132991831,0.027554418,0.086369242,0.38421435,0.352742668
 01/31  02:00:00,0.686504343,5.963200085,0,5.658364131,0.151505373,0.151505373,0.151505373,0.077578597,0.016073408,0.072238755,0.35376021,0.280467604
